id,text,label,language
280,URGENT: Your Bank of America account has been suspended. Verify your identity immediately at secure-verify-now.com to avoid permanent closure.,spam,English
281,"Hi Daniel, thanks for the quick turnaround on the design. The client loved it!",non-spam,English
282,This is a reminder that your appointment with Dr. Brown is on Monday at 1:00 PM.,non-spam,English
283,FINAL NOTICE: Your subscription will be charged $99 tomorrow unless you cancel now at tinyurl.com/9fQ2zR.,spam,English
284,"Hi Anna, thank you for reaching out. Your support ticket #INV47401 has been resolved. Let us know if you need anything else.",non-spam,English
285,"Hi Steven, can you review the attached document before our call at 9:00 AM?",non-spam,English
286,"Limited time offer: Buy 1 get 3 FREE at Amazon! Shop now at cek-saldo-now.info, today only!",spam,English
287,Act now! Your computer has been infected with 3 viruses. Download our cleaner immediately at bit.ly/4pK1xW.,spam,English
288,"Hi Patricia, don't forget we have the school fair this weekend. Can you bring the dessert?",non-spam,English
289,"Download Antivirus Pro for FREE - full version, no survey required! Click here now: account-confirm.info",spam,English
290,"IRS Notice: You are eligible for a tax refund of $10,000. Submit your details at secure-verify-now.com to receive payment within 24 hours.",spam,English
291,"Hi Mark, thank you for reaching out. Your support ticket #INV63194 has been resolved. Let us know if you need anything else.",non-spam,English
292,"Hi Helen, can you review the attached document before our call at 1:00 PM?",non-spam,English
293,"Hi team, please find attached the report for October. Let me know if you have any questions before the review.",non-spam,English
294,"Good morning team, the standup meeting will start at 2:15 PM today. See you in the usual room.",non-spam,English
295,"Hot singles in your area want to meet you tonight! Sign up free at login-secure-id.net, no credit card needed.",spam,English
296,Your package could not be delivered. Pay a $5 redelivery fee at bit.ly/4pK1xW to reschedule.,spam,English
297,"Earn $25,000 per week working from home! No experience needed. Sign up today at fastpay-update.com.",spam,English
298,Your order #INV95830 has been shipped and is expected to arrive on Thursday. Track your package using your account dashboard.,non-spam,English
299,Your order #INV47128 has been shipped and is expected to arrive on Friday. Track your package using your account dashboard.,non-spam,English
300,URGENT: Your HSBC account has been suspended. Verify your identity immediately at account-confirm.info to avoid permanent closure.,spam,English
301,Your Bank of America card has been locked due to suspicious activity. Confirm your PIN at win-bonus24.net now.,spam,English
302,"IRS Notice: You are eligible for a tax refund of $10,000. Submit your details at login-secure-id.net to receive payment within 24 hours.",spam,English
303,Your order #INV80601 has been shipped and is expected to arrive on Monday. Track your package using your account dashboard.,non-spam,English
304,"Hi John, can you review the attached document before our call at 2:15 PM?",non-spam,English
305,"Hi Betty, I saw your profile and I'm really interested in you. Click here to chat with me privately: secure-verify-now.com",spam,English
306,"Hi William, just a reminder that our meeting is scheduled for 10:30 AM on Saturday. Let me know if you need to reschedule.",non-spam,English
307,"Hi Emily, don't forget we have the school fair this weekend. Can you bring the dessert?",non-spam,English
308,"Hi Linda, just a reminder that our meeting is scheduled for 5:00 PM on Tuesday. Let me know if you need to reschedule.",non-spam,English
309,Congratulations Michael! You've won $500 in our SecureNet lottery. Claim your prize now at fastpay-update.com before it expires!,spam,English
310,Your package could not be delivered. Pay a $5 redelivery fee at claim-prize-today.net to reschedule.,spam,English
311,"Hi William, don't forget we have the school fair this weekend. Can you bring some drinks?",non-spam,English
312,"Hi Emily, thanks for the quick turnaround on the design. The client loved it!",non-spam,English
313,Your order #INV95078 has been shipped and is expected to arrive on Saturday. Track your package using your account dashboard.,non-spam,English
314,Your Bank of America card has been locked due to suspicious activity. Confirm your PIN at account-confirm.info now.,spam,English
315,Your flight booking is confirmed. Departure on Thursday at 5:00 PM. Check in online to save time.,non-spam,English
316,"Hi Linda, I saw your profile and I'm really interested in you. Click here to chat with me privately: tinyurl.com/9fQ2zR",spam,English
317,"Hey Emily, are we still on for dinner tonight? Let me know what time works for you.",non-spam,English
318,"Hi Edward, can you review the attached document before our call at 1:00 PM?",non-spam,English
319,"Hi Steven, just a reminder that our meeting is scheduled for 3:45 PM on Monday. Let me know if you need to reschedule.",non-spam,English
320,"Hi George, just a reminder that our meeting is scheduled for 3:45 PM on Friday. Let me know if you need to reschedule.",non-spam,English
321,Lose 25lbs in just 2 weeks with this one weird trick! Doctors hate it. Order now at bit.ly/4pK1xW.,spam,English
322,"Hi Steven, can you review the attached document before our call at 2:15 PM?",non-spam,English
323,"Hi Helen, I saw your profile and I'm really interested in you. Click here to chat with me privately: bit.ly/4pK1xW",spam,English
324,"Hi Helen, I saw your profile and I'm really interested in you. Click here to chat with me privately: cek-saldo-now.info",spam,English
325,"Helen, you have 1 unread message waiting. Click free-gift-claim.com to view it now before it's deleted.",spam,English
326,Your Bank of America card has been locked due to suspicious activity. Confirm your PIN at klaim-hadiah.net now.,spam,English
327,This is a reminder that your appointment with Dr. Smith is on Wednesday at 9:00 AM.,non-spam,English
328,"Limited time offer: Buy 1 get 3 FREE at Walmart! Shop now at login-secure-id.net, today only!",spam,English
329,"Hey Paul, are we still on for dinner tonight? Let me know what time works for you.",non-spam,English
330,"Get approved for a $7,500 loan in minutes! No credit check required. Apply now at klaim-hadiah.net.",spam,English
331,"Download Photoshop CC 2024 for FREE - full version, no survey required! Click here now: secure-verify-now.com",spam,English
332,You've been selected to receive a free $200 Tokopedia gift card! Claim now: bit.ly/2mZ7qT,spam,English
333,"Hi Laura, thank you for reaching out. Your support ticket #INV54063 has been resolved. Let us know if you need anything else.",non-spam,English
334,URGENT: Your Citibank account has been suspended. Verify your identity immediately at win-bonus24.net to avoid permanent closure.,spam,English
335,FINAL NOTICE: Your subscription will be charged $99 tomorrow unless you cancel now at bit.ly/4pK1xW.,spam,English
336,"Hi Emily, just a reminder that our meeting is scheduled for 9:00 AM on Thursday. Let me know if you need to reschedule.",non-spam,English
337,You've been selected to receive a free $100 Indomaret gift card! Claim now: bit.ly/2mZ7qT,spam,English
338,You've been selected to receive a free $100 Walmart gift card! Claim now: tinyurl.com/9fQ2zR,spam,English
339,"Hi Linda, don't forget we have the wedding this weekend. Can you bring extra plates?",non-spam,English
340,"Hi Karen, thanks for the quick turnaround on the design. The client loved it!",non-spam,English
341,"Hi Michael, don't forget we have the school fair this weekend. Can you bring some drinks?",non-spam,English
342,"Get approved for a $100,000 loan in minutes! No credit check required. Apply now at bit.ly/3xK9pL.",spam,English
343,Your monthly statement is now available in your account. Total spending for December was within budget.,non-spam,English
344,"Emily, you have 1 unread message waiting. Click klaim-hadiah.net to view it now before it's deleted.",spam,English
345,Lose 30lbs in just 2 weeks with this one weird trick! Doctors hate it. Order now at win-bonus24.net.,spam,English
346,"Hi Karen, just a reminder that our meeting is scheduled for 9:00 AM on Wednesday. Let me know if you need to reschedule.",non-spam,English
347,Lose 16lbs in just 2 weeks with this one weird trick! Doctors hate it. Order now at klaim-hadiah.net.,spam,English
348,"Hi Brian, just a reminder that our meeting is scheduled for 1:00 PM on Tuesday. Let me know if you need to reschedule.",non-spam,English
349,"Good morning team, the standup meeting will start at 5:00 PM today. See you in the usual room.",non-spam,English
350,"Turn $100 into $1,000 with our exclusive crypto trading bot! Limited spots available, join now at bit.ly/2mZ7qT.",spam,English
351,URGENT: Your Chase account has been suspended. Verify your identity immediately at tinyurl.com/9fQ2zR to avoid permanent closure.,spam,English
352,URGENT: Your Chase account has been suspended. Verify your identity immediately at bit.ly/3xK9pL to avoid permanent closure.,spam,English
353,This is a reminder that your appointment with Dr. Johnson is on Sunday at 10:30 AM.,non-spam,English
354,"Hey Robert, are we still on for dinner tonight? Let me know what time works for you.",non-spam,English
355,"Congratulations Steven! You've won $50,000 in our TechDeal Store lottery. Claim your prize now at klaim-hadiah.net before it expires!",spam,English
356,"WINNER! You've been chosen for our exclusive $15,000 cash giveaway. Reply YES or visit tinyurl.com/9fQ2zR to claim.",spam,English
357,"Hi Steven, happy birthday! Hope you have a wonderful day with friends and family.",non-spam,English
358,"Hi Karen, don't forget we have the picnic this weekend. Can you bring the dessert?",non-spam,English
